qseqid	sseqid	nident	pident	positive	ppos	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
b6ffa306d419674b8797_mega	81922c8f2bf9cb86a4ff_mega	8	61.538	10	76.92	13	5	0	30	42	26	38	3.8	18.5
b6ffa306d419674b8797_mega	85a2ac65178f2b915440_tmdbs	10	41.667	16	66.67	24	14	0	24	47	86	109	4.1	18.9
b6ffa306d419674b8797_mega	85a2ac65178f2b915440_fireprot	10	41.667	16	66.67	24	14	0	24	47	86	109	4.1	18.9
b6ffa306d419674b8797_mega	feb29e0ba886c76ab8bc_mega	7	53.846	12	92.31	13	6	0	32	44	15	27	8.0	17.7
b6ffa306d419674b8797_mega	c07b8152be774dc23333_tmdbs	17	34.694	24	48.98	49	25	2	5	46	172	220	8.7	18.1
b6ffa306d419674b8797_mega	c07b8152be774dc23333_fireprot	17	34.694	24	48.98	49	25	2	5	46	172	220	8.7	18.1
b6ffa306d419674b8797_mega	2a9d1393bb10ad0ef7e3_mega	11	44.0	19	76.0	25	11	2	17	38	2	26	9.6	17.3
b6ffa306d419674b8797_mega	574d41deb62426d22b71_mega	6	35.294	9	52.94	17	11	0	15	31	42	58	9.9	17.7
44bf84300214437370f2_mega	44bf84300214437370f2_mega	47	100.0	47	100.0	47	0	0	1	47	1	47	1.6000000000000001e-27	87.8
44bf84300214437370f2_mega	03bcf07e405602e56cec_mega	24	51.064	34	72.34	47	23	0	1	47	1	47	7.1e-11	45.8
44bf84300214437370f2_mega	17b7b4dc592c3a34b8dc_mega	21	45.652	32	69.57	46	25	0	2	47	2	47	1.12e-09	42.7
44bf84300214437370f2_mega	004c6498b9c7cb030949_mega	21	48.837	32	74.42	43	22	0	1	43	1	43	2.52e-09	42.0
44bf84300214437370f2_mega	891a910f35a826b0b926_mega	21	52.5	28	70.0	40	19	0	1	40	1	40	1.07e-08	40.4
44bf84300214437370f2_mega	c6dc2bed80feacc4db44_mega	17	40.476	28	66.67	42	25	0	5	46	5	46	1.47e-07	37.4
44bf84300214437370f2_mega	ab8ca75a4706bee0e1be_mega	22	47.826	32	69.57	46	24	0	2	47	2	47	9.93e-07	35.4
44bf84300214437370f2_mega	1eae55ac7c2ce0096550_mega	18	39.13	31	67.39	46	28	0	2	47	2	47	1.9e-06	34.7
44bf84300214437370f2_mega	cfbf4e2b7857997f40fc_mega	16	51.613	21	67.74	31	15	0	2	32	2	32	1.98e-06	34.7
44bf84300214437370f2_mega	0290270c19f53436259c_mega	18	46.154	24	61.54	39	21	0	1	39	1	39	3.95e-06	33.9
44bf84300214437370f2_mega	baa786625613db6499a9_mega	18	38.298	29	61.7	47	29	0	1	47	1	47	4.56e-06	33.5
44bf84300214437370f2_mega	980e58102db571d945be_mega	16	34.783	29	63.04	46	30	0	2	47	2	47	8.33e-06	33.1
44bf84300214437370f2_mega	f3c899213c7cd909b3d0_mega	15	36.585	27	65.85	41	26	0	3	43	3	43	8.51e-06	32.7
44bf84300214437370f2_mega	a783f706d7f21559ac54_mega	17	40.476	28	66.67	42	25	0	2	43	2	43	2.14e-05	32.0
44bf84300214437370f2_mega	d99a02b92b339d00a1f3_mega	16	35.556	29	64.44	45	29	0	3	47	3	47	5.85e-05	30.8
44bf84300214437370f2_mega	cf0c471da2ea384ad725_mega	19	41.304	29	63.04	46	27	0	2	47	2	47	0.000227	29.3
44bf84300214437370f2_mega	86943167f2fbccc9c77f_mega	15	34.884	27	62.79	43	28	0	1	43	1	43	0.000679	28.1
44bf84300214437370f2_mega	b55111fd2532edab2f32_mega	19	40.426	31	65.96	47	28	0	1	47	1	47	0.001	27.7
44bf84300214437370f2_mega	c208c41297ad0e436f6d_mega	15	39.474	25	65.79	38	23	0	2	39	2	39	0.002	26.9
44bf84300214437370f2_mega	293f92268116ad2fbc62_mega	13	46.429	20	71.43	28	14	1	4	31	2	28	0.002	26.6
44bf84300214437370f2_mega	a1cf1e9a9ccccdad210b_mega	16	36.364	27	61.36	44	28	0	1	44	1	44	0.003	26.6
44bf84300214437370f2_mega	2aececc841825bf563c4_mega	15	44.118	19	55.88	34	19	0	2	35	2	35	0.005	25.8
44bf84300214437370f2_mega	84bb4dfd31c4c48478aa_mega	15	36.585	25	60.98	41	26	0	3	43	3	43	0.013	25.0
44bf84300214437370f2_mega	8495ab356d479fadd825_mega	12	36.364	17	51.52	33	21	0	2	34	2	34	0.017	24.6
44bf84300214437370f2_mega	c8abe85e0cb501d15ae9_mega	10	37.037	18	66.67	27	16	1	4	30	2	27	0.16	21.9
44bf84300214437370f2_mega	0683b523b07cc7f5d25a_mega	14	37.838	24	64.86	37	21	1	4	40	6	40	0.18	21.9
44bf84300214437370f2_mega	a1fcb1773be93dda99d9_mega	12	42.857	15	53.57	28	13	1	4	28	2	29	0.19	21.9
44bf84300214437370f2_mega	36aa1cba523e416afaf7_mega	10	33.333	19	63.33	30	20	0	13	42	13	42	0.29	21.6
44bf84300214437370f2_mega	9fde9fbe99e27ae4d7a2_mega	9	36.0	20	80.0	25	16	0	20	44	3	27	0.34	21.2
44bf84300214437370f2_mega	72995db313889f3185a9_mega	10	58.824	12	70.59	17	7	0	31	47	31	47	0.37	21.2
44bf84300214437370f2_mega	15072e77bab5109033d2_mega	7	63.636	9	81.82	11	4	0	11	21	2	12	0.47	20.8
44bf84300214437370f2_mega	37385d53c7287c92cb64_mega	12	30.0	24	60.0	40	28	0	5	44	5	44	0.5	20.8
44bf84300214437370f2_mega	670a2ae7d6c305e140fa_mega	11	45.833	15	62.5	24	13	0	14	37	14	37	0.68	20.4
44bf84300214437370f2_mega	1135bea5c276d69d7a24_mega	12	30.769	21	53.85	39	27	0	5	43	5	43	2.3	19.2
44bf84300214437370f2_mega	3f86443ee52b2ce7d48c_mega	12	32.432	21	56.76	37	25	0	3	39	3	39	3.6	18.5
44bf84300214437370f2_mega	196ab93d160f3d37aff4_tmdbs	7	43.75	11	68.75	16	9	0	5	20	52	67	3.8	18.9
44bf84300214437370f2_mega	196ab93d160f3d37aff4_S669	7	43.75	11	68.75	16	9	0	5	20	52	67	3.8	18.9
44bf84300214437370f2_mega	5f2d0e861bc9cfa24624_mega	13	52.0	13	52.0	25	3	1	11	35	3	18	4.5	18.1
44bf84300214437370f2_mega	686722b5ad268618ad09_mega	10	50.0	13	65.0	20	10	0	12	31	5	24	5.2	18.1
44bf84300214437370f2_mega	bebe762730b75243829d_tmdbs	7	36.842	11	57.89	19	12	0	27	45	781	799	5.3	18.9
44bf84300214437370f2_mega	7bfb37a78398b9d8936a_tmdbs	7	35.0	12	60.0	20	13	0	23	42	272	291	5.7	18.5
44bf84300214437370f2_mega	8d3bad3adeec8e68552c_mega	14	35.897	24	61.54	39	25	0	7	45	7	45	5.9	18.1
44bf84300214437370f2_mega	af7550b50c5a540eb201_mega	8	22.857	16	45.71	35	22	1	5	39	3	32	6.0	18.1
44bf84300214437370f2_mega	5ac5d08cf6e0eab739f0_mega	7	33.333	14	66.67	21	14	0	12	32	43	63	6.3	18.1
004c6498b9c7cb030949_mega	004c6498b9c7cb030949_mega	47	100.0	47	100.0	47	0	0	1	47	1	47	1.07e-27	88.2
004c6498b9c7cb030949_mega	86943167f2fbccc9c77f_mega	23	51.111	36	80.0	45	22	0	3	47	3	47	8.32e-13	50.4
004c6498b9c7cb030949_mega	17b7b4dc592c3a34b8dc_mega	24	51.064	31	65.96	47	23	0	1	47	1	47	1.37e-11	47.4
004c6498b9c7cb030949_mega	44bf84300214437370f2_mega	21	48.837	32	74.42	43	22	0	1	43	1	43	2.52e-09	42.0
004c6498b9c7cb030949_mega	f3c899213c7cd909b3d0_mega	20	43.478	30	65.22	46	26	0	2	47	2	47	4.55e-09	41.2
004c6498b9c7cb030949_mega	cf0c471da2ea384ad725_mega	17	54.839	25	80.65	31	14	0	2	32	2	32	6.32e-09	40.8
004c6498b9c7cb030949_mega	03bcf07e405602e56cec_mega	18	41.86	29	67.44	43	25	0	5	47	5	47	3.58e-08	38.9
004c6498b9c7cb030949_mega	a1cf1e9a9ccccdad210b_mega	19	40.426	30	63.83	47	28	0	1	47	1	47	5.68e-08	38.5
004c6498b9c7cb030949_mega	0264fc990d03b2979fe6_mega	19	50.0	29	76.32	38	19	0	10	47	10	47	6.06e-08	38.5
004c6498b9c7cb030949_mega	a783f706d7f21559ac54_mega	19	40.426	32	68.09	47	28	0	1	47	1	47	6.84e-08	38.1
004c6498b9c7cb030949_mega	cfbf4e2b7857997f40fc_mega	16	50.0	22	68.75	32	16	0	2	33	2	33	1.13e-07	37.7
004c6498b9c7cb030949_mega	1135bea5c276d69d7a24_mega	19	43.182	28	63.64	44	25	0	1	44	1	44	4.76e-07	36.2
004c6498b9c7cb030949_mega	36aa1cba523e416afaf7_mega	19	41.304	28	60.87	46	27	0	1	46	1	46	4.98e-07	36.2
004c6498b9c7cb030949_mega	ab8ca75a4706bee0e1be_mega	23	54.762	32	76.19	42	19	0	4	45	4	45	5.62e-07	35.8
004c6498b9c7cb030949_mega	baa786625613db6499a9_mega	17	37.778	29	64.44	45	28	0	3	47	3	47	6.13e-07	35.8
004c6498b9c7cb030949_mega	d99a02b92b339d00a1f3_mega	20	42.553	29	61.7	47	27	0	1	47	1	47	8.8e-07	35.4
004c6498b9c7cb030949_mega	b55111fd2532edab2f32_mega	25	56.818	35	79.55	44	19	0	4	47	4	47	9.72e-07	35.4
004c6498b9c7cb030949_mega	980e58102db571d945be_mega	14	30.435	30	65.22	46	32	0	2	47	2	47	2.44e-06	34.3
004c6498b9c7cb030949_mega	891a910f35a826b0b926_mega	19	43.182	28	63.64	44	25	0	2	45	2	45	2.52e-06	34.3
004c6498b9c7cb030949_mega	c2e75d304930345757cc_mega	20	52.632	28	73.68	38	18	0	10	47	10	47	3.35e-06	33.9
004c6498b9c7cb030949_mega	1eae55ac7c2ce0096550_mega	16	38.095	30	71.43	42	26	0	1	42	1	42	3.7e-06	33.9
004c6498b9c7cb030949_mega	c6dc2bed80feacc4db44_mega	14	35.897	25	64.1	39	25	0	5	43	5	43	4.51e-06	33.5
004c6498b9c7cb030949_mega	37385d53c7287c92cb64_mega	18	40.0	28	62.22	45	27	0	1	45	1	45	1.35e-05	32.3
004c6498b9c7cb030949_mega	8d3bad3adeec8e68552c_mega	20	42.553	32	68.09	47	27	0	1	47	1	47	1.77e-05	32.0
004c6498b9c7cb030949_mega	0683b523b07cc7f5d25a_mega	17	37.778	31	68.89	45	26	1	3	47	5	47	5.79e-05	30.8
004c6498b9c7cb030949_mega	8495ab356d479fadd825_mega	14	42.424	19	57.58	33	19	0	1	33	1	33	6.25e-05	30.8
004c6498b9c7cb030949_mega	0290270c19f53436259c_mega	15	40.541	24	64.86	37	22	0	11	47	11	47	0.000121	30.0
004c6498b9c7cb030949_mega	686722b5ad268618ad09_mega	18	41.86	27	62.79	43	25	0	5	47	5	47	0.00028	29.3
004c6498b9c7cb030949_mega	8fee364d38b29db2368b_mega	16	40.0	23	57.5	40	24	0	8	47	11	50	0.000709	28.5
004c6498b9c7cb030949_mega	84bb4dfd31c4c48478aa_mega	17	44.737	24	63.16	38	21	0	10	47	10	47	0.001	27.7
004c6498b9c7cb030949_mega	84b158c831be39e08b7e_mega	10	40.0	20	80.0	25	15	0	18	42	1	25	0.006	25.8
004c6498b9c7cb030949_mega	c8abe85e0cb501d15ae9_mega	11	40.741	17	62.96	27	15	1	4	30	2	27	0.008	25.4
004c6498b9c7cb030949_mega	9fde9fbe99e27ae4d7a2_mega	11	45.833	19	79.17	24	13	0	18	41	1	24	0.011	25.0
004c6498b9c7cb030949_mega	776956c1e006a4cf1ea2_mega	12	42.857	17	60.71	28	15	1	4	31	2	28	0.011	25.0
004c6498b9c7cb030949_mega	e956a2efb0909ab92844_mega	13	40.625	21	65.62	32	19	0	1	32	1	32	0.018	24.6
004c6498b9c7cb030949_mega	db1ad4aa9fd8036c8356_mega	13	52.0	19	76.0	25	11	1	19	43	3	26	0.067	23.1
004c6498b9c7cb030949_mega	db1ad4aa9fd8036c8356_mega	7	58.333	11	91.67	12	5	0	36	47	3	14	9.0	17.3
004c6498b9c7cb030949_mega	af7550b50c5a540eb201_mega	9	34.615	13	50.0	26	16	1	5	30	3	27	0.093	22.7
004c6498b9c7cb030949_mega	a1fcb1773be93dda99d9_mega	7	25.0	15	53.57	28	20	1	4	31	2	28	0.14	21.9
004c6498b9c7cb030949_mega	4a1795ec8b368ecdd287_mega	9	69.231	10	76.92	13	4	0	23	35	14	26	0.57	20.4
004c6498b9c7cb030949_mega	350eaf9ba227a36cb03a_mega	12	37.5	19	59.38	32	17	1	19	47	10	41	0.85	20.0
004c6498b9c7cb030949_mega	4cbf465fbf7c86ae5fce_mega	12	37.5	19	59.38	32	17	1	19	47	10	41	1.0	20.0
004c6498b9c7cb030949_mega	48418b2cd0bd07b75161_mega	8	47.059	12	70.59	17	9	0	19	35	10	26	1.0	20.0
004c6498b9c7cb030949_mega	c8c360781127e522474f_tmdbs	12	33.333	19	52.78	36	24	0	1	36	77	112	1.1	20.4
004c6498b9c7cb030949_mega	c8c360781127e522474f_tmdbm	12	33.333	19	52.78	36	24	0	1	36	77	112	1.1	20.4
004c6498b9c7cb030949_mega	c8c360781127e522474f_S2648	12	33.333	19	52.78	36	24	0	1	36	77	112	1.1	20.4
004c6498b9c7cb030949_mega	7ce418999dad3122571b_ptmuld	12	33.333	19	52.78	36	24	0	1	36	77	112	1.2	20.4
004c6498b9c7cb030949_mega	5b8f55d36936eeb0e111_tmdbs	8	30.769	13	50.0	26	18	0	1	26	9	34	1.5	20.0
004c6498b9c7cb030949_mega	3fdfcdf348eaa2d21814_ptmuld	9	45.0	13	65.0	20	11	0	19	38	31	50	1.7	20.0
004c6498b9c7cb030949_mega	8c8354187a3eed6a8843_tmdbs	9	45.0	13	65.0	20	11	0	19	38	31	50	1.7	20.0
004c6498b9c7cb030949_mega	8c8354187a3eed6a8843_tmdbm	9	45.0	13	65.0	20	11	0	19	38	31	50	1.7	20.0
004c6498b9c7cb030949_mega	8c8354187a3eed6a8843_S2648	9	45.0	13	65.0	20	11	0	19	38	31	50	1.7	20.0
004c6498b9c7cb030949_mega	8c8354187a3eed6a8843_fireprot	9	45.0	13	65.0	20	11	0	19	38	31	50	1.7	20.0
004c6498b9c7cb030949_mega	4e45d89f751cf847892e_mega	15	37.5	20	50.0	40	14	1	19	47	2	41	2.2	19.2
004c6498b9c7cb030949_mega	8062b57fc81306921628_S669	6	75.0	8	100.0	8	2	0	2	9	166	173	2.6	19.6
004c6498b9c7cb030949_mega	67b1aa9105da97a507d8_ptmuld	9	45.0	13	65.0	20	11	0	19	38	31	50	2.9	19.2
004c6498b9c7cb030949_mega	dd7785daeb5df25d1537_tmdbs	9	45.0	13	65.0	20	11	0	19	38	31	50	3.0	19.2
004c6498b9c7cb030949_mega	dd7785daeb5df25d1537_tmdbm	9	45.0	13	65.0	20	11	0	19	38	31	50	3.0	19.2
004c6498b9c7cb030949_mega	dd7785daeb5df25d1537_S2648	9	45.0	13	65.0	20	11	0	19	38	31	50	3.0	19.2
004c6498b9c7cb030949_mega	1ce7d2abe60deceb9a38_tmdbs	10	50.0	11	55.0	20	10	0	10	29	14	33	3.3	18.9
004c6498b9c7cb030949_mega	264a3540624e97a9e528_tmdbs	7	50.0	10	71.43	14	7	0	34	47	13	26	3.3	19.2
004c6498b9c7cb030949_mega	264a3540624e97a9e528_tmdbm	7	50.0	10	71.43	14	7	0	34	47	13	26	3.3	19.2
004c6498b9c7cb030949_mega	264a3540624e97a9e528_fireprot	7	50.0	10	71.43	14	7	0	34	47	13	26	3.3	19.2
004c6498b9c7cb030949_mega	dea2ecb4babad318fe4f_tmdbs	7	50.0	10	71.43	14	7	0	34	47	12	25	3.4	19.2
004c6498b9c7cb030949_mega	dea2ecb4babad318fe4f_Ssym	7	50.0	10	71.43	14	7	0	34	47	12	25	3.4	19.2
004c6498b9c7cb030949_mega	dea2ecb4babad318fe4f_S2648	7	50.0	10	71.43	14	7	0	34	47	12	25	3.4	19.2
004c6498b9c7cb030949_mega	dea2ecb4babad318fe4f_ptmuld	7	50.0	10	71.43	14	7	0	34	47	12	25	3.4	19.2
004c6498b9c7cb030949_mega	56f2ba80d7ce89491a66_fireprot	7	50.0	10	71.43	14	7	0	34	47	13	26	3.4	19.2
004c6498b9c7cb030949_mega	2aececc841825bf563c4_mega	6	28.571	12	57.14	21	15	0	14	34	14	34	6.9	17.7
03bcf07e405602e56cec_mega	03bcf07e405602e56cec_mega	47	100.0	47	100.0	47	0	0	1	47	1	47	1.8e-28	90.1
03bcf07e405602e56cec_mega	0290270c19f53436259c_mega	29	61.702	36	76.6	47	18	0	1	47	1	47	3.47e-15	56.6
03bcf07e405602e56cec_mega	44bf84300214437370f2_mega	24	51.064	34	72.34	47	23	0	1	47	1	47	7.1e-11	45.8
03bcf07e405602e56cec_mega	f3c899213c7cd909b3d0_mega	21	48.837	30	69.77	43	22	0	5	47	5	47	2.68e-10	44.3
03bcf07e405602e56cec_mega	a1cf1e9a9ccccdad210b_mega	23	48.936	31	65.96	47	24	0	1	47	1	47	9.17e-10	43.1
03bcf07e405602e56cec_mega	004c6498b9c7cb030949_mega	18	41.86	29	67.44	43	25	0	5	47	5	47	3.58e-08	38.9
03bcf07e405602e56cec_mega	17b7b4dc592c3a34b8dc_mega	18	46.154	26	66.67	39	21	0	2	40	2	40	7.22e-08	38.1
03bcf07e405602e56cec_mega	891a910f35a826b0b926_mega	21	44.681	29	61.7	47	26	0	1	47	1	47	8.61e-08	38.1
03bcf07e405602e56cec_mega	c6dc2bed80feacc4db44_mega	17	39.535	26	60.47	43	26	0	3	45	3	45	1.56e-07	37.4
03bcf07e405602e56cec_mega	86943167f2fbccc9c77f_mega	19	40.426	29	61.7	47	28	0	1	47	1	47	2.05e-07	37.0
03bcf07e405602e56cec_mega	980e58102db571d945be_mega	18	39.13	27	58.7	46	28	0	2	47	2	47	3.62e-07	36.2
03bcf07e405602e56cec_mega	37385d53c7287c92cb64_mega	19	45.238	28	66.67	42	23	0	4	45	4	45	3.87e-07	36.2
03bcf07e405602e56cec_mega	1eae55ac7c2ce0096550_mega	17	44.737	27	71.05	38	21	0	2	39	2	39	5.8e-07	35.8
03bcf07e405602e56cec_mega	0264fc990d03b2979fe6_mega	15	36.585	30	73.17	41	26	0	7	47	7	47	1.07e-06	35.0
03bcf07e405602e56cec_mega	8495ab356d479fadd825_mega	17	53.125	20	62.5	32	15	0	2	33	2	33	2.31e-06	34.3
03bcf07e405602e56cec_mega	baa786625613db6499a9_mega	17	36.17	26	55.32	47	30	0	1	47	1	47	3.07e-06	33.9
03bcf07e405602e56cec_mega	0683b523b07cc7f5d25a_mega	19	43.182	28	63.64	44	25	0	2	45	2	45	5.37e-06	33.5
03bcf07e405602e56cec_mega	686722b5ad268618ad09_mega	17	37.778	29	64.44	45	28	0	3	47	3	47	5.24e-05	30.8
03bcf07e405602e56cec_mega	36aa1cba523e416afaf7_mega	17	40.476	25	59.52	42	25	0	5	46	5	46	0.000167	29.6
03bcf07e405602e56cec_mega	c2e75d304930345757cc_mega	19	44.186	27	62.79	43	22	1	5	45	3	45	0.000181	29.6
03bcf07e405602e56cec_mega	c208c41297ad0e436f6d_mega	15	39.474	24	63.16	38	23	0	2	39	2	39	0.000352	28.9
03bcf07e405602e56cec_mega	cf0c471da2ea384ad725_mega	15	46.875	19	59.38	32	17	0	2	33	2	33	0.000402	28.5
03bcf07e405602e56cec_mega	d99a02b92b339d00a1f3_mega	16	44.444	20	55.56	36	19	1	9	43	8	43	0.002	26.9
03bcf07e405602e56cec_mega	bdb42f8d0a00c69c4beb_mega	15	46.875	19	59.38	32	16	1	1	32	1	31	0.002	26.6
03bcf07e405602e56cec_mega	a783f706d7f21559ac54_mega	15	32.609	26	56.52	46	31	0	2	47	2	47	0.003	26.6
03bcf07e405602e56cec_mega	e956a2efb0909ab92844_mega	17	39.535	27	62.79	43	25	1	5	47	5	46	0.006	25.8
03bcf07e405602e56cec_mega	670a2ae7d6c305e140fa_mega	17	41.463	23	56.1	41	23	1	7	46	7	47	0.01	25.0
03bcf07e405602e56cec_mega	9fde9fbe99e27ae4d7a2_mega	11	42.308	19	73.08	26	15	0	19	44	2	27	0.012	25.0
03bcf07e405602e56cec_mega	3f86443ee52b2ce7d48c_mega	16	37.209	26	60.47	43	26	1	3	45	3	44	0.018	24.6
03bcf07e405602e56cec_mega	8fee364d38b29db2368b_mega	16	39.024	23	56.1	41	24	1	8	47	10	50	0.028	24.3
03bcf07e405602e56cec_mega	b55111fd2532edab2f32_mega	19	40.426	26	55.32	47	28	0	1	47	1	47	0.064	23.1
03bcf07e405602e56cec_mega	ab8ca75a4706bee0e1be_mega	17	39.535	25	58.14	43	26	0	3	45	3	45	0.093	22.7
03bcf07e405602e56cec_mega	2aececc841825bf563c4_mega	12	33.333	18	50.0	36	24	0	2	37	2	37	0.22	21.6
03bcf07e405602e56cec_mega	cfbf4e2b7857997f40fc_mega	16	41.026	22	56.41	39	23	0	2	40	2	40	0.22	21.6
03bcf07e405602e56cec_mega	db1ad4aa9fd8036c8356_mega	13	50.0	20	76.92	26	12	1	18	43	2	26	0.26	21.6
03bcf07e405602e56cec_mega	ad16bdcff30417a85415_mega	13	48.148	19	70.37	27	13	1	19	45	3	28	0.43	20.8
03bcf07e405602e56cec_mega	11331e62a35a851c03da_mega	9	47.368	12	63.16	19	10	0	29	47	3	21	0.6	20.4
03bcf07e405602e56cec_mega	f0701a82b6d31864256a_mega	8	53.333	11	73.33	15	7	0	2	16	45	59	0.76	20.8
03bcf07e405602e56cec_mega	84b158c831be39e08b7e_mega	7	25.926	19	70.37	27	20	0	18	44	1	27	0.87	20.0
03bcf07e405602e56cec_mega	84b158c831be39e08b7e_mega	8	66.667	10	83.33	12	4	0	36	47	2	13	8.1	17.7
03bcf07e405602e56cec_mega	49fc8a63f2d4f0a9a602_mega	8	53.333	11	73.33	15	7	0	2	16	45	59	0.88	20.4
03bcf07e405602e56cec_mega	d73fa9a6ac06b5fce9fe_mega	10	52.632	13	68.42	19	9	0	27	45	10	28	1.0	20.0
03bcf07e405602e56cec_mega	84bb4dfd31c4c48478aa_mega	11	52.381	13	61.9	21	10	0	10	30	27	47	1.2	19.6
03bcf07e405602e56cec_mega	1135bea5c276d69d7a24_mega	12	36.364	17	51.52	33	21	0	12	44	12	44	1.6	19.6
03bcf07e405602e56cec_mega	960f81935083428b2b0b_mega	9	52.941	12	70.59	17	8	0	30	46	27	43	2.5	18.9
03bcf07e405602e56cec_mega	8d3bad3adeec8e68552c_mega	15	40.541	23	62.16	37	22	0	11	47	11	47	3.7	18.5
03bcf07e405602e56cec_mega	6daa4a4958d198cc7aa3_tmdbs	8	66.667	8	66.67	12	4	0	25	36	25	36	3.9	18.9
03bcf07e405602e56cec_mega	6daa4a4958d198cc7aa3_fireprot	8	66.667	8	66.67	12	4	0	25	36	25	36	3.9	18.9
03bcf07e405602e56cec_mega	4b6eda0fc0b90e9571cd_ptmuld	12	36.364	19	57.58	33	18	1	13	45	93	122	4.1	18.9
03bcf07e405602e56cec_mega	fb86675fbe3e7e8b71a8_tmdbs	12	36.364	19	57.58	33	18	1	13	45	93	122	4.2	18.9
03bcf07e405602e56cec_mega	fb86675fbe3e7e8b71a8_tmdbm	12	36.364	19	57.58	33	18	1	13	45	93	122	4.2	18.9
03bcf07e405602e56cec_mega	81922c8f2bf9cb86a4ff_mega	8	53.333	11	73.33	15	7	0	30	44	26	40	4.7	18.1
03bcf07e405602e56cec_mega	27c1188be1e98c0298fd_fireprot	9	45.0	10	50.0	20	11	0	2	21	236	255	4.8	18.9
03bcf07e405602e56cec_mega	6238ad4b191888084327_mega	12	37.5	23	71.88	32	16	2	16	47	15	42	6.2	18.1
03bcf07e405602e56cec_mega	15072e77bab5109033d2_mega	9	32.143	16	57.14	28	19	0	7	34	5	32	6.4	17.7
03bcf07e405602e56cec_mega	f94b9ec948ac48f2654c_tmdbs	14	32.558	19	44.19	43	18	1	2	44	1840	1871	7.1	18.5
03bcf07e405602e56cec_mega	f94b9ec948ac48f2654c_fireprot	14	32.558	19	44.19	43	18	1	2	44	1840	1871	7.1	18.5
03bcf07e405602e56cec_mega	9701477f9b34286b3cc6_tmdbs	14	34.146	20	48.78	41	25	1	2	42	1601	1639	7.4	18.5
03bcf07e405602e56cec_mega	8c8354187a3eed6a8843_tmdbs	8	40.0	12	60.0	20	12	0	19	38	31	50	8.8	18.1
03bcf07e405602e56cec_mega	8c8354187a3eed6a8843_tmdbm	8	40.0	12	60.0	20	12	0	19	38	31	50	8.8	18.1
03bcf07e405602e56cec_mega	8c8354187a3eed6a8843_S2648	8	40.0	12	60.0	20	12	0	19	38	31	50	8.8	18.1
03bcf07e405602e56cec_mega	8c8354187a3eed6a8843_fireprot	8	40.0	12	60.0	20	12	0	19	38	31	50	8.8	18.1
03bcf07e405602e56cec_mega	5dc90be0c80727aa7eae_mega	17	40.476	18	42.86	42	10	2	3	44	17	43	9.0	17.3
f3c899213c7cd909b3d0_mega	f3c899213c7cd909b3d0_mega	47	100.0	47	100.0	47	0	0	1	47	1	47	9.02e-29	90.9
f3c899213c7cd909b3d0_mega	980e58102db571d945be_mega	22	47.826	30	65.22	46	24	0	2	47	2	47	1.93e-10	44.7
f3c899213c7cd909b3d0_mega	03bcf07e405602e56cec_mega	21	48.837	30	69.77	43	22	0	5	47	5	47	2.68e-10	44.3
f3c899213c7cd909b3d0_mega	c6dc2bed80feacc4db44_mega	20	46.512	29	67.44	43	23	0	1	43	1	43	3.94e-10	43.9
f3c899213c7cd909b3d0_mega	86943167f2fbccc9c77f_mega	20	46.512	29	67.44	43	23	0	5	47	5	47	5.84e-10	43.5
f3c899213c7cd909b3d0_mega	baa786625613db6499a9_mega	21	48.837	31	72.09	43	22	0	5	47	5	47	8.4e-10	43.1
f3c899213c7cd909b3d0_mega	17b7b4dc592c3a34b8dc_mega	20	46.512	30	69.77	43	23	0	2	44	2	44	1.6e-09	42.4
f3c899213c7cd909b3d0_mega	0264fc990d03b2979fe6_mega	22	46.809	33	70.21	47	23	1	3	47	1	47	1.95e-09	42.0
f3c899213c7cd909b3d0_mega	1135bea5c276d69d7a24_mega	20	50.0	28	70.0	40	20	0	5	44	5	44	3.9e-09	41.2
f3c899213c7cd909b3d0_mega	004c6498b9c7cb030949_mega	20	43.478	30	65.22	46	26	0	2	47	2	47	4.55e-09	41.2
f3c899213c7cd909b3d0_mega	36aa1cba523e416afaf7_mega	21	46.667	29	64.44	45	24	0	2	46	2	46	9.7e-09	40.4
f3c899213c7cd909b3d0_mega	cfbf4e2b7857997f40fc_mega	18	54.545	22	66.67	33	15	0	1	33	1	33	4.31e-08	38.9
f3c899213c7cd909b3d0_mega	0290270c19f53436259c_mega	18	41.86	25	58.14	43	25	0	5	47	5	47	5.09e-07	36.2
f3c899213c7cd909b3d0_mega	891a910f35a826b0b926_mega	16	36.364	27	61.36	44	28	0	2	45	2	45	6.77e-07	35.8
f3c899213c7cd909b3d0_mega	a783f706d7f21559ac54_mega	17	39.535	29	67.44	43	26	0	5	47	5	47	1.13e-06	35.0
f3c899213c7cd909b3d0_mega	686722b5ad268618ad09_mega	18	41.86	28	65.12	43	25	0	5	47	5	47	1.22e-06	35.0
f3c899213c7cd909b3d0_mega	44bf84300214437370f2_mega	15	36.585	27	65.85	41	26	0	3	43	3	43	8.51e-06	32.7
f3c899213c7cd909b3d0_mega	c2e75d304930345757cc_mega	20	43.478	29	63.04	46	24	1	4	47	2	47	1.38e-05	32.3
f3c899213c7cd909b3d0_mega	84bb4dfd31c4c48478aa_mega	18	41.86	27	62.79	43	25	0	5	47	5	47	1.98e-05	32.0
